"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"FzNzuBsAAAAJ","Mourad Ouzzani","Qatar Computing Research Institute; HBKU","Research Track PC","vldb","2017","Munich","Bavaria","Germany",157,2732
"qXb4xQMAAAAJ","Murat Kantarcioglu","Professor of Computer Science;University of Texas at Dallas","Research Track PC","vldb","2017","Munich","Bavaria","Germany",299,8099
"13Nd-WcAAAAJ","Nan Zhang","University College Dublin","Research Track PC","vldb","2017","Munich","Bavaria","Germany",21,188
"f0Wc8tkAAAAJ","Nick Koudas","Professor of Computer Science;University of Toronto","Research Track PC","vldb","2017","Munich","Bavaria","Germany",245,15596
"0s4q-8oAAAAJ","Nicholas C. Bruno","Georgia Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",17,427
"jOvUDjYAAAAJ","Nikos Mamoulis","University of Ioannina","Research Track PC","vldb","2017","Munich","Bavaria","Germany",247,9692
"X-9OH6AAAAAJ","Norman W. Paton","Professor of Computer Science;University of Manchester","Research Track PC","vldb","2017","Munich","Bavaria","Germany",387,13530
"9Q9tiCsAAAAJ","Oliver A. Kennedy","Assistant Professor;University at Buffalo","Research Track PC","vldb","2017","Munich","Bavaria","Germany",36,272
"8qOWtywAAAAJ","Panagiotis Papapetrou","Professor;Stockholm University; Sweden","Research Track PC","vldb","2017","Munich","Bavaria","Germany",82,819
"AQA5QtAAAAAJ","Panos K. Chrysanthis","Professor of Computer Science;University of Pittsburgh","Research Track PC","vldb","2017","Munich","Bavaria","Germany",293,5771
"njKmu5cAAAAJ","Paolo Merialdo","Associate Professor;UniversitÃ  Roma Tre","Research Track PC","vldb","2017","Munich","Bavaria","Germany",110,3697
"lCdBR8cAAAAJ","Boris Glavic","Assistant Professor;Illinois Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",67,639
"gsE1VKUAAAAJ","Peter Fischer","Senior Staff ScientistLBNL| Adjunct Professor Physics UC Santa Cruz | APS Fellow | IEEE Fellow","Research Track PC","vldb","2017","Munich","Bavaria","Germany",332,5550
"qG1LVpQAAAAJ","Peter Bailis","Stanford DAWN","Research Track PC","vldb","2017","Munich","Bavaria","Germany",31,1191
"TKSjVTUAAAAJ","Peter Alvaro","Assistant Professor of Computer Science;UC Santa Cruz","Research Track PC","vldb","2017","Munich","Bavaria","Germany",36,1810
"NpccCXwAAAAJ","Philippe Cudre-Mauroux","Full Professor (Computer Science); U. of Fribourgâ€“Switzerland","Research Track PC","vldb","2017","Munich","Bavaria","Germany",200,4203
"nAGXeFkAAAAJ","Pierangela Samarati","Universita` degli Studi di Milano","Research Track PC","vldb","2017","Munich","Bavaria","Germany",453,23357
"JTmMb3kAAAAJ","PÄ±nar TÃ¶zÃ¼n","EPFL","Research Track PC","vldb","2017","Munich","Bavaria","Germany",29,354
"NvKHgzkAAAAJ","Raluca Ada Popa","Professor of computer science;UC Berkeley","Research Track PC","vldb","2017","Munich","Bavaria","Germany",52,3465
"reYJaYMAAAAJ","Raymond Ng","University of British Columbia","Research Track PC","vldb","2017","Munich","Bavaria","Germany",373,22806
"7R7MSb4AAAAJ","Reynold Cheng","Associate Professor of Computer Science;University of Hong Kong","Research Track PC","vldb","2017","Munich","Bavaria","Germany",1040,5957
"IGZ5WmgAAAAJ","Ricardo da Silva Torres","Full Professor;University of Campinas(UNICAMP)","Research Track PC","vldb","2017","Munich","Bavaria","Germany",300,4098
"KtP9-zYAAAAJ","S. Sudarshan","Professor of Computer Science;Indian Institute of Technology; Bombay","Research Track PC","vldb","2017","Munich","Bavaria","Germany",145,13398
"RMaqDKAAAAAJ","Sai Wu","Zhejiang University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",57,2386
"5_e2f04AAAAJ","Sebastian Michel","Professor of Computer Science;TU Kaiserslautern","Research Track PC","vldb","2017","Munich","Bavaria","Germany",132,2308
"keO-0s0AAAAJ","K. Selcuk Candan","Professor of Computer Science and Engineering;Arizona State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",347,6135
"XxQq8nsAAAAJ","Semih Salihoglu","Asst. Prof.;University of Waterloo","Research Track PC","vldb","2017","Munich","Bavaria","Germany",25,820
"O125w4cAAAAJ","Senjuti Basu Roy","Assistant Professor; Department of Computer Science;New Jersey Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",158,2116
"63bBmc3mYrAC","Seung-won Hwang","Yonsei University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",153,2253
"o0F3sqEAAAAJ","Sourav S Bhowmick","Associate Professor;Nanyang Technological University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",238,3665
"e7Qs3JgAAAAJ","Srikanta Bedathur","IBM Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",78,1283
"4cvCp0kAAAAJ","Stefanie Scherzinger","OTH Regensburg","Research Track PC","vldb","2017","Munich","Bavaria","Germany",51,626
"ZxgGJMwAAAAJ","Stratis Viglas","Professor; Computer Science; School of Informatics;University of Edinburgh","Research Track PC","vldb","2017","Munich","Bavaria","Germany",66,3751
"vzfO5TwAAAAJ","Sudeepa Roy","Duke University; Computer Science","Research Track PC","vldb","2017","Munich","Bavaria","Germany",36,609
"LKgo-jcAAAAJ","Sudipto Das","Researcher; Microsoft Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",60,3042
"dwxm_CoAAAAJ","M. Tamer Ã–zsu","Professor of Computer Science;University of Waterloo","Research Track PC","vldb","2017","Munich","Bavaria","Germany",378,15368
"ZUzG5igAAAAJ","Theodoros Rekatsinas","Assistant Professor;University of Wisconsin-Madison","Research Track PC","vldb","2017","Munich","Bavaria","Germany",23,207
"yJ998VYAAAAJ","Thomas Heinis","Imperial College London","Research Track PC","vldb","2017","Munich","Bavaria","Germany",58,975
"IukO3bIAAAAJ","Todd J. Green","Assistant Professor of Computer Science;University of California - Davis","Research Track PC","vldb","2017","Munich","Bavaria","Germany",80,3869
"8z0TuC0AAAAJ","Torsten Grust","Professor of Computer Science;University of TÃ¼bingen; Germany","Research Track PC","vldb","2017","Munich","Bavaria","Germany",126,3036
"7SdcAiEAAAAJ","Tyson Condie","Professor of Computer Science;UCLA","Research Track PC","vldb","2017","Munich","Bavaria","Germany",53,3931
"NKYtfsYAAAAJ","Umar Farooq Minhas","Researcher; Microsoft Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",23,1190
"hJjASywAAAAJ","Uwe RÃ¶hm","TheUniversity of Sydney","Research Track PC","vldb","2017","Munich","Bavaria","Germany",55,1382
"wLtu3FYAAAAJ","Wei Wang","Professor; School of Computer Science and Engineering;University of New South Wales","Research Track PC","vldb","2017","Munich","Bavaria","Germany",120,7110
"Nr6E_rIAAAAJ","Wenchao Zhou","Georgetown University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",68,1006
"qFiMLsIAAAAJ","Xiaodong Zhang","TheOhio State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",217,11171
"y6m820wAAAAJ","Xiaofang Zhou","Professor of Computer Science;University of Queensland","Research Track PC","vldb","2017","Munich","Bavaria","Germany",611,8036
"TZ91yu8AAAAJ","Xiaohui Yu","Associate Professor;York University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",172,1801
"AHOG_MgAAAAJ","X. Sean Wang","School of Computer Science;Fudan University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",198,6365
"2aXlMOAAAAAJ","Yannis Manolopoulos","Professor; Dept of Informatics;Aristotle University; Thessaloniki; Greece","Research Track PC","vldb","2017","Munich","Bavaria","Germany",387,12525
"FI1rYesAAAAJ","Yannis Velegrakis","Professor of Computer Science;University of Trento","Research Track PC","vldb","2017","Munich","Bavaria","Germany",136,2775
"K-isjagAAAAJ","He He","Post-doc atStanford University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",22,414
"XbLPeQcAAAAJ","Yi Chen","New Jersey Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",93,2726
"84VKAOtBpz4C","Yinan Li","Microsoft Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",19,734
"TQgOjK0AAAAJ","Yizhou Sun","Assistant Professor; Computer Science;UCLA","Research Track PC","vldb","2017","Munich","Bavaria","Germany",111,5353
"jCJDleAAAAAJ","Yoshiharu Ishikawa","Nagoya University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",196,1711
"_XE_jhQAAAAJ","Yuanyuan Tian","IBM Almaden Research Center","Research Track PC","vldb","2017","Munich","Bavaria","Germany",47,2800
"3FmJBHkAAAAJ","Yufei Tao","Chinese University of Hong Kong","Research Track PC","vldb","2017","Munich","Bavaria","Germany",214,15813
"QXyj0hkAAAAJ","Debin Zhao","Dept. of Computer Science;Harbin Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",396,7398
"ck-yNM0AAAAJ","BAO ZHIFENG","RMIT University; Australia","Research Track PC","vldb","2017","Munich","Bavaria","Germany",96,1108
"GSQaeoQAAAAJ","Zoi Kaoudi","Qatar Computing Research Institute","Research Track PC","vldb","2017","Munich","Bavaria","Germany",34,566
"_WVA7NYAAAAJ","Adam Silberstein","Google","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",58,4647
"QBoOiHMAAAAJ","Alexander Maier","Assistant Professor of Psychology;Vanderbilt University","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",75,2099
"yB17meAAAAAJ","Badrish Chandramouli","Microsoft Research","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",85,1212
"Xx5LnR4AAAAJ","Benjamin Schlegel","Oracle Labs","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",31,424
"jrPG2AUAAAAJ","Matthias Boehm","IBM Research - Almaden","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",65,493
"6Oy7DZUAAAAJ","Brian Cooper","Student of Public Administration; California State University; Bakersfield","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",1,0
"JzoifEMAAAAJ","Fatma Ozcan","IBM Research - Almaden","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",97,2444
"Zbc8GK4AAAAJ","Gjergji Kasneci","CTO & Head of Innovation and Strategic Analysis at SCHUFA Holding AG","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",47,4741
"pdDeRScAAAAJ","Goetz Graefe","Google Inc","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",298,11283
"v_uxLhgAAAAJ","Sanjay Rao","Purdue University","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",84,7247
"jfdT_HIAAAAJ","Justin Levandoski","Microsoft Research","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",57,1722
"e9qUUSgAAAAJ","Laura Haas","University of Massachusetts Amherst","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",136,10285
"X22nUYgAAAAJ","Reynold Shi Xin","Databricks","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",33,3534
"pyZ_FH4AAAAJ","Ryan Stutsman","School of Computing;University of Utah","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",40,1624
"uF3-t9EAAAAJ","Sergey Melnik","University of Limerick","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",38,905
"YYzvyMQAAAAJ","Wolfgang Lehner","Technische UniversitÃ¤t Dresden","Industrial Track PC","vldb","2017","Munich","Bavaria","Germany",488,4922
"zxeEF2gAAAAJ","Daniel J. Abadi","Darnell-Kanal Professor of Computer Science;University of Maryland College Park","Associate Editors","vldb","2016","New Delhi","Delhi","India",96,15364
"DCIZE1kAAAAJ","Peter Boncz","Professor; VU University Amsterdam &CWI","Associate Editors","vldb","2016","New Delhi","Delhi","India",232,6265
"Hs9cVRgAAAAJ","Alan Fekete","Professor of Enterprise Software Systems;University of Sydney","Associate Editors","vldb","2016","New Delhi","Delhi","India",173,4768
"F_MI0pcAAAAJ","Alon Halevy","Recruit Institute of Technology","Associate Editors","vldb","2016","New Delhi","Delhi","India",395,43323
"YG6mTEIAAAAJ","Ihab F. Ilyas","University of Waterloo","Associate Editors","vldb","2016","New Delhi","Delhi","India",148,5528
"Hg4HmTAAAAAJ","Sunita Sarawagi","Indian Institute of Technology Bombay;  Mumbai; India.","Associate Editors","vldb","2016","New Delhi","Delhi","India",129,10793
"3Y254i4AAAAJ","Kyuseok Shim","Professor of Electrical and Computer Engineering Department;Seoul National University; Korea","Associate Editors","vldb","2016","New Delhi","Delhi","India",211,18274
"ca7BUlkAAAAJ","Kian-Hian Tan","Assistant Professor Duke-NUS Graduate Medical School","Associate Editors","vldb","2016","New Delhi","Delhi","India",16,243
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","PC","vldb","2016","New Delhi","Delhi","India",84,3384
"WqZUoFMAAAAJ","Marcos K. Aguilera","Senior Staff Engineer and Researcher;VMware","PC","vldb","2016","New Delhi","Delhi","India",128,6496
"Y1aOQ3QAAAAJ","Yael Amsterdamer","Senior lecturer; the Department of Computer Science;Bar Ilan University","PC","vldb","2016","New Delhi","Delhi","India",26,514
"vX45evgAAAAJ","Walid G. Aref","Professor of Computer Science;Purdue University","PC","vldb","2016","New Delhi","Delhi","India",308,11821
"YHR0wkkAAAAJ","Marcelo Arenas","Professor of Computer Science; PUC Chile and Center for Semantic Web","PC","vldb","2016","New Delhi","Delhi","India",205,6922
"DDxFvcIAAAAJ","Magdalena Balazinska","University of Washington","PC","vldb","2016","New Delhi","Delhi","India",186,11065
"PBxCac8AAAAJ","Zohra Bellahsene","Professeur d'informatique; LIRMM UniversitÃ© de montpellier","PC","vldb","2016","New Delhi","Delhi","India",164,1768
"R1Jt75cAAAAJ","Francesco Bonchi","Research Leader at the ISI Foundation","PC","vldb","2016","New Delhi","Delhi","India",236,7585
"0s4q-8oAAAAJ","Nicholas C. Bruno","Georgia Institute of Technology","PC","vldb","2016","New Delhi","Delhi","India",17,427
"r1quzEkAAAAJ","Michael Cafarella","Assistant Professor of Computer Science;University of Michigan","PC","vldb","2016","New Delhi","Delhi","India",92,7348
"7R7MSb4AAAAJ","Reynold Cheng","Associate Professor of Computer Science;University of Hong Kong","PC","vldb","2016","New Delhi","Delhi","India",1040,5957
"_3I7KHAAAAAJ","Venkatesan Chakaravarthy","IBM Research; Bangalore","PC","vldb","2016","New Delhi","Delhi","India",78,1023
"A3ZBxxcAAAAJ","Arbee L.P. Chen (é™³è‰¯å¼¼)","Asia University; Taiwan","PC","vldb","2016","New Delhi","Delhi","India",282,5286
"gtglwgYAAAAJ","Lei Chen","Hong Kong University of Science and Technology","PC","vldb","2016","New Delhi","Delhi","India",443,9806
"mGPuiasAAAAJ","Shimin Chen","Institute of Computing Technology; Chinese Academy of Sciences","PC","vldb","2016","New Delhi","Delhi","India",42,2024
"Jh3QCRYAAAAJ","Rada Chirkova","Associate Professor of Computer Science;North Carolina State University","PC","vldb","2016","New Delhi","Delhi","India",113,1328
"7SdcAiEAAAAJ","Tyson Condie","Professor of Computer Science;UCLA","PC","vldb","2016","New Delhi","Delhi","India",53,3931
"kdv2ajAAAAAJ","Isabel F. Cruz","University of Illinois at Chicago","PC","vldb","2016","New Delhi","Delhi","India",224,4178
"IJAU8KoAAAAJ","bin cui","Professor of Computer Science;Peking University","PC","vldb","2016","New Delhi","Delhi","India",164,3104
"oleB9xIAAAAJ","Gautam Das","Professor; Computer Science and Engineering Department;University of Texas at Arlington","PC","vldb","2016","New Delhi","Delhi","India",967,13908
"njFoZewAAAAJ","Mahashweta Das","Sr. Research Scientist; Visa Research; Palo Alto","PC","vldb","2016","New Delhi","Delhi","India",21,156
"LKgo-jcAAAAJ","Sudipto Das","Researcher; Microsoft Research","PC","vldb","2016","New Delhi","Delhi","India",60,3042
"B5YcbTYAAAAJ","Prasad Deshpande","IBM Research - India","PC","vldb","2016","New Delhi","Delhi","India",119,3704
"Y1aOQ3QAAAAJ","Yael Amsterdamer","Senior lecturer; the Department of Computer Science;Bar Ilan University","PC","vldb","2016","New Delhi","Delhi","India",26,514
"v19BUHIAAAAJ","Gillian Dobbie","University of Auckland","PC","vldb","2016","New Delhi","Delhi","India",199,1855
"uGsKvHoAAAAJ","Xin Luna Dong","Principal Scientist;Amazon","PC","vldb","2016","New Delhi","Delhi","India",87,6685
"u0S6ofAAAAAJ","Wenfei Fan","Professor of Web Data Management;University of Edinburgh","PC","vldb","2016","New Delhi","Delhi","India",194,9077
"SGay8u4AAAAJ","Floris Geerts","University of Antwerp","PC","vldb","2016","New Delhi","Delhi","India",97,3627
"FtbGhBQAAAAJ","Johannes Gehrke","Microsoft Office Products Group","PC","vldb","2016","New Delhi","Delhi","India",346,40368
"11JgipcAAAAJ","Aristides Gionis","Aalto University","PC","vldb","2016","New Delhi","Delhi","India",228,13919
"TBaBNdkAAAAJ","Haryadi Gunawi","Assistant Professor of Computer Science;University of Chicago","PC","vldb","2016","New Delhi","Delhi","India",49,1200
"Jp_w2IwAAAAJ","Wook-Shin Han","Professor;Pohang University of Science and Technology","PC","vldb","2016","New Delhi","Delhi","India",112,1741
"1yE4VlgAAAAJ","Stavros Harizopoulos","Facebook Engineering","PC","vldb","2016","New Delhi","Delhi","India",44,3050
"jyykiFIAAAAJ","Herodotos Herodotou","Lecturer (tenure-track);Cyprus University of Technology","PC","vldb","2016","New Delhi","Delhi","India",28,1662
"2wJaIkEAAAAJ","Zachary G. Ives","Professor of Computer and Information Science;University of Pennsylvania","PC","vldb","2016","New Delhi","Delhi","India",152,9681
"D2P2B0MAAAAJ","Chris Jermaine","Associate Professor of Computer Science;Rice University","PC","vldb","2016","New Delhi","Delhi","India",98,2486
"OLfQNfEAAAAJ","Ryan Johnson","Professor of Computer Science;University of Toronto","PC","vldb","2016","New Delhi","Delhi","India",376,3888
"qXb4xQMAAAAJ","Murat Kantarcioglu","Professor of Computer Science;University of Texas at Dallas","PC","vldb","2016","New Delhi","Delhi","India",299,8099
"DWERCmsAAAAJ","Ken-ichi Kawarabayashi","Unknown affiliation","PC","vldb","2016","New Delhi","Delhi","India",358,3725
